label,text
0,"The second rule is always ensure you have a foolproof way to get paid. Credit card, check, cash. Preferably in advance, ideally to an off-shore account. It's why I choose my customers so carefully. Say what you like about warlords and dictators, they tend to have a highly developed sense of order. They always pay their bills on time."
0,"How would I -- Do I laugh now, or wait until it gets funny?"
0,It's safer to teach you English.
0,"Got enough nice pictured, Easter."
1,It's a plain end.
0,I know about you and the teacher.
1,"When something is really, really funny."
1,Don't let me go belly up!
1,We'll work out of my apartment.
0,Are you the Washington Redskin?
0,You actually address yourself by name in your thoughts? So you really think having two opposing ideas in your head does some kind of damage?
0,You've done this before.
0,I just came by to thank you for wrecking my life.
1,We're on our third pitcher of beer.
0,You're not listening.
1,Doctor Dolittle of outer space.
0,And when did anyone last say to you these exact words: You are the sunshine of my life'?
1,"They've got you in a glass jar like some butterfly, and you're goin' to die if you don't break out."
1,"No, it's these... fucking queers on blades that can't accept a fucking pass to save their lives!"
1,"We'd cuddle up under the covers, and pretend we were lost in a dark cave, and were trying to find out way out."
0,"I haven't laid a hand on him. Goddam it, I didn't. I wouldn't touch one hair of his goddam little head. I love the little son-of-a- bitch."
1,Twenty-five hits a year in 500 at bats is 50 points.
1,Betsy had coffee and a fruit salad dish.
1,What 're you talking about?
0,I Am Jack's Complete Lack of Surprise.
0,Stupid superstitious bastard.
1,Twenty-seven banks in three years.
0,Then if you don't mind... I'm gonna pass out.
0,How's this for a wet dream?
1,I'm sort've what you might call... 'in exile'.
1,That might cause another cave-in.
1,"You don't wanna talk, tell me to fuck off..."
0,With all my black little heart.
0,"Then come with me -- Kirk, you too-- you're not supposed to be here anyway. Radio the engine room, have Chief Engineer Olsen meet us at Shuttle Bay Five."
1,He had extras moonlighting as laborers and vice versa.
1,"And when I think about her, those are the things I think about most."
0,My father was a sick man.
1,"Can I get back to you, Worf?"
0,I Am Jack's Smirking Revenge.
0,An eye for an eye only ends up making the whole world blind. We must stop.
1,Your income from cotton alone will keep us in comfort for a century.
0,But I've got the bullets! The gun was empty!
1,I need to go to the hospital.
0,Oh yes? And what's so intelligent about writing a Requiem?
0,"Beauty is a cruel mistress, is it not?"
1,Why did you even bother to show up?
1,Alia keeps pace with the storm.
0,"Apes don't assassinate their presidents, gentlemen."
1,I would never have imagined us in a place like this.
0,"Come and get me, you son-of-a-bitch. Take me and leave my family alone...."
0,You haven't been tight since your brother fucked you in 3rd grade.
1,I don't know... he bathed... now he is roaming the ship.
0,Some people are born victims.
1,He's futzing with that Robot.
0,"One more word. If I ever run into any of you bums on a street corner, just let's pretend we never met before. Understand?"
1,And sin.
1,Come sundown they will go into the forest to hunt.
1,I don't think we should discuss this until I'm a little bit more composed.
1,Shall I clear all this away?
0,"You know how women kin lie... I knock 'em around a little, ask 'em where the money is, they say they don't have none?... but they coulda squirreled away that much, the five of 'em. Maybe."
1,If he could only see you now.
1,"So as long as we get her back, nobody's in a position to complain."
1,"Oh, Rob, we're not going to go through that again."
0,Here. Let me put these in some rubbing alcohol.
1,An antidote eliminating misery and sorrow.
0,His name is Robert Paulson.
0,Why...that sometimes dead is better. That's all. Sometimes dead is better.
0,God. Will someone save these people from themselves..
0,Keep your friends close and your enemies closer. Isn't that how the saying goes?
0,"Walter, you're hurting me."
1,How the hell are we gonna get outta here?
0,"You better watch yourself, Janie, or you're going to turn into a real bitch, just like your mother."
1,I've no company but the characters I create --
1,"We are the real countries, not the boundaries drawn on maps with the names of powerful men..."
1,What's it look like!
0,"Let's make some fuckin' money, folks."
1,"""Oh, then I see Queen Mab hath been with you!"
1,"I can't run with you, Mickey!"
0,"Actually, less than two minutes. I was a rookie third round pick in '93. We were playing Atlanta in the home opener. Near the end of the first quarter, they sent me in, I took a screen pass over the middle and got hit by both linebackers. Simultaneously. One a"
0,"To confer, converse, and otherwise hob- nob with my brother wizards. And I hereby decree that until what time -- if any -- that I return, the Scarecrow, by virtue of his highly superior brains, shall rule in my stead...assisted by the Tin Man, by virtue of his magnificent heart...and the Lion -- by virtue of his courage! Obey them as you would me! And - ah - well, that's all."
0,You've got a gun. Get out of the car and shoot him in the head.
1,Who is that guy in the Rec Room?
1,And I'm still in love with you Leslie.
0,"The little things. There's nothing bigger, is there?"
1,I pay thy poverty and not thy will.
0,Clay Bertrand is Clay Shaw? The guy who used to run the International Trade Mart?
1,And thou make minstrels of us look to hear nothing but discords.
1,"Used to watch for people stealing chips, counting cards, getting piss-drunk, that kinda shit."
1,I must have dropped the keys!
0,"You will be surprised what you will be willing to do when the Lamia comes for you. She considers his words, looks down to the book. CLOSE ON A DIAGRAM OF AN ANIMAL SACRIFICE - A creature's heart being cut from it's body. CAMERA pulls back to reveal that Stephanie now site at her kitchen table, reading the book. We see other diagrams: The heart being placed into a skillet over an open fire. The burial of the smoking heart. Stephanie's kitten PURRS, as it rubs against her leg. Stephanie closes the book, shutting out the disturbing images. She hears the SHRIEK of the rusty gate outside. She moves to the window and peers out. The rusting iron gate is open. Stephanie senses a change in the room... Shadows shift and grow deeper. The air is suddenly oppressive. Something is coming."
0,Because... the needs of the one outweighed the needs of the many.
0,"Andy Dufresne, who crawled through a river of shit and came out clean on the other side. Andy Dufresne, headed for the Pacific."
0,"Nice throw, dickhead."
1,"Well, that's not the way it works, really."
0,I'm not hungry... master.
0,Dancin' on razor blades here...
0,"Don't be afraid of it, Daddy. The hell does that mean? But before Tom can respond, Jake turns, climbs back in bed, rolls over to face the wall, and goes back to sleep."
1,I brought her in case you couldn't handle the kids.
1,All I want in return ... is the chance to ... to find my folks.
1,I forgot to add that to the list of surprises.
1,Who's gonna read it?
1,"You forgot ugly, lazy and disrespectful."
1,"If I was healthy, I could take that away from you."
0,Here's to swimmin' with bowlegged women.
1,I like it too.
0,It is infuriating that your unhappiness does not turn to fat!
0,What happens when a man climbs through his own portal?
1,I'm going to the market.
1,"Your Majesty, you are most welcome."
1,"Ever since his unfortunate death, there's been a surge of interest in his work."
0,How's that for collateral damage?
1,What kind of 'guy just picks up a girl and carries her away while you're talking to her?
0,You're gonna cut it!
0,"The last thing I need is another picture of me looking like a china doll. As a paying customer, I expect to get what I want."
0,I have decided that we shall stay here.
